,SUCEPTIBLE HOST,INFECTED HOST,RECOVERED HOST,SUCEPTIBLE VECTOR 1,SUCEPTIBLE VECTOR 2,SUCEPTIBLE VECTOR 3,SUCEPTIBLE VECTOR 4,SUCEPTIBLE VECTOR 5,SUCEPTIBLE VECTOR 6,INFECTED VECTOR 1,INFECTED VECTOR 2,INFECTED VECTOR 3,INFECTED VECTOR 4,INFECTED VECTOR 5,INFECTED VECTOR 6
3174,156.45158123948838,873.6901025346165,69.85831622589754,-264.18494500814717,46222.24876140014,-299.45385399574866,-106.08797069906237,-82.45649643826707,42514.672750483616,246.65714702791018,8286.526120171475,400.222542101595,97.51419110431289,77.54449853035099,7872.585463795326
3175,156.3394624833101,873.7916945059643,69.86884301072803,-263.8729027539084,46241.001237187316,-299.6692235727772,-105.92769971924471,-82.331955664832,42523.95812134341,246.2936561072013,8293.566614844267,399.67776502301876,97.36991944903397,77.43043733901202,7878.784107508998
3176,156.22746358771946,873.8931680424846,69.87936836979829,-263.56068645746126,46259.73272795813,-299.88139497715616,-105.76765710716131,-82.20760836686308,42533.197743607234,245.93066325482707,8300.607793391255,399.13350015920514,97.22585810486892,77.31654171679641,7884.980897695757
3177,156.11558468615712,873.9945230210153,69.88989229283,-263.24830035881206,46278.443286051064,-300.090381892826,-105.6078427568845,-82.083454232631,42542.391610906,245.56816802096822,8307.649647065216,398.5897480590327,97.08200677876815,77.20281142807387,7891.17581914129
3178,156.00382591083823,874.0957593196202,69.90041476954391,-262.93574867251436,46297.13296409885,-300.2961979795516,-105.4482565601002,-81.95949295076032,42551.539717003914,245.20616995481012,8314.6921671394,398.04650926643205,96.93836517799652,77.0892462375454,7897.368856636837
3179,155.89218739275384,874.1968768175886,69.91093578965994,-262.6230355877535,46315.801815027924,-300.49885687277583,-105.28889840613142,-81.83572421023263,42560.64205579755,244.8446686045515,8321.735344907634,397.5037843203968,96.79493301013372,76.97584591024277,7903.559994979267
3180,155.78066926167224,874.2978753954328,69.92145534289729,-262.31016526843183,46334.44989205798,-300.6983721834749,-105.12976818196131,-81.71214770038954,42569.69862131493,244.4836635174132,8328.779171684457,396.96157375499365,96.6517099830747,76.86261021152816,7909.749218971144
3181,155.66927164614054,874.3987549348873,69.93197341897455,-261.99714185325405,46353.077248701324,-300.89475749801505,-104.97086577225663,-81.58876311093596,42578.709407714545,244.12315423964765,8335.823638805205,396.4198780993747,96.50869580503038,76.74953890709385,7915.936513420792
3182,155.5579946734858,874.4995153189067,69.94249000760988,-261.68396945581185,46371.68393876251,-301.0880263780125,-104.81219105939009,-81.46557013194288,42587.674409284446,243.76314031654664,8342.868737626142,395.87869787778675,96.36589018452774,76.63663176296153,7922.121863142382
3183,155.44683846981664,874.6001564316646,69.95300509852107,-261.3706521646719,46390.270016337694,-301.2781923601789,-104.65374392346499,-81.34256845384948,42596.59362044132,243.40362129245108,8349.914459524573,395.3380336095829,96.22329283041049,76.52388854548202,7928.3052529559845
3184,155.33580315994683,874.7006781586291,69.96351868142636,-261.0571940446653,46408.83553581536,-301.4652689490555,-104.49552424309731,-81.21975776698076,42605.46703572909,243.04459671090274,8356.96079589976,394.7978858091764,96.08090345183686,76.41130902130845,7934.486667688423
3185,155.22488886747314,874.8010803864853,69.9740307460439,-260.74359913579275,46427.38055187458,-301.6492696238659,-104.33753189469351,-81.09713776202643,42614.294649818396,242.68606611451293,8364.007738172237,394.25825498610845,95.93872175828285,76.29889295742183,7940.666092172574
3186,155.11409571483523,874.9013630030757,69.98454128209134,-260.42987145240534,46445.90511948371,-301.8302078437354,-104.17976675190192,-80.97470813040778,42623.07645750598,242.3280290448627,8371.055277783316,393.71914164510076,95.79674745954405,76.18664012115008,7946.843511246864
3187,155.00342382325874,875.001525897457,69.99505027928656,-260.1160149841963,46464.40929390068,-302.00809704219495,-104.02222868620657,-80.85246856391568,42631.81245371344,241.97048504261983,8378.103406195809,393.1805462860248,95.65498026573454,76.07455028014802,7953.018909755915
3188,154.89287331275676,875.1015689598979,70.00555772734765,-259.8020336962879,46482.893130672506,-302.1829506270434,-103.86491756694979,-80.73041875471277,42640.502633486256,241.61343364754742,8385.152114894137,392.64246940391286,95.51341988728711,75.96262320239688,7959.192272550609
3189,154.78244430213147,875.2014920818777,70.01606361599315,-259.48793152931785,46501.356685634746,-302.35478198021207,-103.70783326135451,-80.60855839533575,42649.14699199286,241.25687439851248,8392.201395384445,392.1049114889686,95.37206603495373,75.85085865620381,7965.363584488165
3190,154.67213690897566,875.3012951560846,70.02656793494207,-259.1737123995269,46519.80001491099,-302.5236044576302,-103.55097563454684,-80.4868871786978,42657.74552452367,240.90080683349507,8399.251239194697,391.5678730265797,95.2309184198061,75.7392564102016,7971.532830432187
3191,154.56195124967425,875.4009780764139,70.03707067391406,-258.8593801988447,46538.22317491237,-302.6894313890931,-103.39434454957775,-80.3654047980904,42666.29822649021,240.5452304895961,8406.301637874809,391.0313544973276,95.08997675323572,75.62781623334801,7977.699995252758
3192,154.45188743940605,875.5005407379667,70.04757182262956,-258.5449387949774,46556.626222336985,-302.8522760781311,-103.23793986744526,-80.24411094718579,42674.805093424075,240.19014490304642,8413.352582996748,390.49535637699967,94.94924074695447,75.51653789492545,7983.865063826483
