,SUCEPTIBLE HOST,INFECTED HOST,SUCEPTIBLE VECTOR 1,SUCEPTIBLE VECTOR 2,SUCEPTIBLE VECTOR 3,SUCEPTIBLE VECTOR 4,SUCEPTIBLE VECTOR 5,SUCEPTIBLE VECTOR 6,INFECTED VECTOR 1,INFECTED VECTOR 2,INFECTED VECTOR 3,INFECTED VECTOR 4,INFECTED VECTOR 5,INFECTED VECTOR 6
15,1000.1488055337832,98.21433359460262,9723.167949489554,9797.1531132479,9871.62345625278,9946.580917479945,0.0,0.0,1210.309674734638,1170.3849766179767,1129.4106445637344,1087.3678431994363,0.0,0.0
16,1000.1586308961074,98.09642924671239,9705.296824473773,9784.03637588887,9863.326343725836,9943.169068644758,0.0,0.0,1223.3086499380781,1181.068712406448,1137.640831014529,1093.0022457337136,0.0,0.0
17,1000.16844446328,97.97866644063951,9687.496572441272,9770.969080623354,9855.061149066682,9939.775570356713,0.0,0.0,1236.1849500783342,1191.6708003613794,1145.822656147251,1098.6133360404547,0.0,0.0
18,1000.1782462494613,97.86104500646552,9669.766820874345,9757.95099384433,9846.827743042973,9936.400365785239,0.0,0.0,1248.939437169693,1202.191715364274,1153.956342510905,1104.2011927600558,0.0,0.0
19,1000.1880362687938,97.74356477447613,9652.107199539963,9744.981883208688,9838.625997014631,9933.043398306878,0.0,0.0,1261.5729674804268,1212.6319296275462,1162.0421116345829,1109.765894253535,0.0,0.0
20,1000.1978145354036,97.62622557515785,9634.517340281638,9732.061517535783,9830.455782893298,9929.704611493744,0.0,0.0,1274.0863920548434,1222.9919129036864,1170.0801840948375,1115.3075186176136,0.0,0.0
21,1000.2075810633999,97.50902723920322,9616.996877338946,9719.189666963277,9822.316973204664,9926.383949131274,0.0,0.0,1286.4805559120407,1233.2721321639708,1178.070779412108,1120.8261436615094,0.0,0.0
22,1000.2173358668744,97.391969597509,9599.545447234377,9706.366102891983,9814.209441066443,9923.081355211954,0.0,0.0,1298.7562983297016,1243.4730517121648,1186.0141160873422,1126.3218469151361,0.0,0.0
23,1000.2270789599022,97.2750524811754,9582.162688728426,9693.590597964021,9806.133060179633,9919.796773932852,0.0,0.0,1310.9144529567534,1253.5951332296074,1193.910411616502,1131.7947056323446,0.0,0.0
24,1000.2368103565412,97.15827572150576,9564.848242802638,9680.86292605458,9798.087704825246,9916.530149694676,0.0,0.0,1322.9558478559409,1263.638835792196,1201.75988249601,1137.2447967921385,0.0,0.0
25,1000.2465300708329,97.0416391500064,9547.601752642653,9668.182862263691,9790.073249861038,9913.281427100852,0.0,0.0,1334.8813055463988,1273.6046158873685,1209.562744228196,1142.6721970998851,0.0,0.0
26,1000.2562381168012,96.9251425983863,9530.422863621243,9655.550182908,9782.089570718226,9910.0505509566,0.0,0.0,1346.6916430462263,1283.492927431089,1217.3192113267432,1148.0769829885312,0.0,0.0
27,1000.2659345084537,96.80878589855675,9513.311223281358,9642.964665512533,9774.13654339822,9906.837466267996,0.0,0.0,1358.387671915059,1293.30422178483,1225.0294973221346,1153.4592306198144,0.0,0.0
28,1000.2756192597808,96.69256888263071,9496.26648129289,9630.426088789327,9766.21404446394,9903.642118239484,0.0,0.0,1369.9701983630403,1303.038947799849,1232.6938147761118,1158.819015887547,0.0,0.0
29,1000.2852923847569,96.57649138291748,9479.288289180162,9617.934232501424,9758.321950984122,9900.464452257589,0.0,0.0,1381.4400239390727,1312.6975520995677,1240.312375374751,1164.156414438935,0.0,0.0
30,1000.2949538973393,96.46055323192978,9462.376300678692,9605.488877641501,9750.460140606705,9897.304413912434,0.0,0.0,1392.797944629146,1322.2804787084394,1247.885389805758,1169.471501646387,0.0,0.0
31,1000.3046038114682,96.34475426238215,9445.53017165838,9593.089806393722,9742.628491543303,9894.16194899322,0.0,0.0,1404.0447510501435,1331.7881691310927,1255.4130677844407,1174.7643526134368,0.0,0.0
